id,gender,age,type,purpose
991,Male,40,Returning,Business
992,Male,55,Returning,Business
993,Male,22,First-time,Business
994,Female,38,Returning,Business
995,Male,35,Returning,Business
996,Female,34,First-time,Business
997,Male,56,Returning,Business
998,Male,37,Returning,Business
999,Male,62,Returning,Business
1000,Female,63,Returning,Business
1001,Male,52,Returning,Business
1002,Female,45,First-time,Business
1003,Male,22,First-time,Business
1004,Female,32,Returning,Business
1005,Female,62,Returning,Business
1006,Male,57,Returning,Business
1007,Male,36,Returning,Business
1008,Male,33,Returning,Business
1009,Female,29,Returning,Business
1010,Female,53,Returning,Business
1011,Male,30,First-time,Business
1012,Male,54,Returning,Business
1013,Female,16,First-time,Business
1014,Male,37,Returning,Business
1015,Male,46,Returning,Business
1016,Female,47,First-time,Business
1017,Male,61,Returning,Business
1018,Female,57,Returning,Business
1019,Male,37,Returning,Business
1020,Female,39,First-time,Business
1021,Female,65,Returning,Business
1022,Male,23,First-time,Business
1023,Male,40,Returning,Business
1024,Female,44,Returning,Business
1025,Female,31,Returning,Business
1026,Female,39,Returning,Business
1027,Male,22,First-time,Business
1028,Male,22,First-time,Business
1029,Female,47,Returning,Business
1030,Female,27,First-time,Business
1031,Female,19,First-time,Business
1032,Female,79,Returning,Business
1033,Male,18,First-time,Business
1034,Female,46,Returning,Business
1035,Male,17,First-time,Business
1036,Female,40,Returning,Business
1037,Male,37,Returning,Business
1038,Female,34,Returning,Business
1039,Male,27,First-time,Business
1040,Male,47,Returning,Business
1041,Female,71,Returning,Business
1042,Male,37,Returning,Business
1043,Male,39,Returning,Business
1044,Female,30,First-time,Business
1045,Male,69,Returning,Business
1046,Male,37,First-time,Business
1047,Female,45,First-time,Business
1048,Male,27,First-time,Business
1049,Male,35,Returning,Business
1050,Female,69,Returning,Business
1051,Male,16,First-time,Business
1052,Female,68,Returning,Personal
1053,Female,20,Returning,Personal
1054,Male,18,Returning,Personal
1055,Male,59,Returning,Personal
1056,Female,38,Returning,Personal
1057,Female,67,Returning,Personal
1058,Male,62,Returning,Personal
1059,Male,25,Returning,Personal
1060,Male,24,Returning,Personal
1061,Female,67,Returning,Personal
1062,Male,69,Returning,Personal
1063,Male,67,Returning,Personal
1064,Female,31,Returning,Personal
1065,Female,42,Returning,Personal
1066,Male,28,Returning,Personal
1067,Female,27,Returning,Personal
1068,Female,24,Returning,Personal
1069,Female,67,Returning,Personal
1070,Male,54,Returning,Personal
1071,Male,24,Returning,Personal
1072,Female,53,Returning,Personal
1073,Female,38,Returning,Personal
1074,Female,63,Returning,Personal
1075,Female,12,Returning,Personal
1076,Female,53,Returning,Personal
1077,Female,55,Returning,Personal
1078,Female,20,Returning,Personal
1079,Female,58,Returning,Personal
1080,Male,41,Returning,Personal
1081,Male,62,Returning,Personal
1082,Female,15,Returning,Personal
1083,Male,22,Returning,Personal
1084,Female,59,Returning,Personal
1085,Female,31,Returning,Personal
1086,Female,50,Returning,Personal
1087,Male,52,Returning,Personal
1088,Male,35,Returning,Personal
1089,Female,46,Returning,Personal
1090,Male,8,Returning,Personal
1091,Male,65,Returning,Personal
1092,Male,68,Returning,Personal
1093,Female,57,Returning,Personal
1094,Female,52,Returning,Personal
1095,Female,61,Returning,Personal
1096,Female,25,Returning,Personal
1097,Male,13,Returning,Personal
1098,Male,11,Returning,Personal
1099,Male,52,Returning,Personal
1100,Female,28,Returning,Personal
1101,Female,46,Returning,Personal
1102,Female,16,Returning,Personal
1103,Female,22,Returning,Personal
1104,Male,16,Returning,Personal
1105,Male,30,Returning,Personal
1106,Male,14,Returning,Personal
1107,Female,24,Returning,Personal
1108,Female,51,Returning,Personal
1109,Female,20,Returning,Personal
1110,Female,10,Returning,Personal
1111,Female,38,Returning,Personal
1112,Female,26,Returning,Personal
1113,Male,64,Returning,Personal
1114,Female,46,Returning,Personal
1115,Male,15,Returning,Personal
1116,Male,59,Returning,Personal
1117,Male,29,Returning,Personal
1118,Female,69,Returning,Personal
1119,Male,33,Returning,Personal
1120,Male,58,Returning,Personal
1121,Male,47,Returning,Personal
1122,Female,15,Returning,Personal
1123,Female,42,Returning,Personal
1124,Male,23,Returning,Personal
1125,Male,22,Returning,Personal
1126,Female,32,Returning,Personal
1127,Male,19,Returning,Personal
1128,Female,7,Returning,Personal
1129,Female,36,Returning,Personal
1130,Female,15,Returning,Personal
1131,Male,48,Returning,Personal
1132,Female,24,Returning,Personal
1133,Male,58,Returning,Personal
1134,Female,23,Returning,Personal
1135,Female,36,Returning,Personal
1136,Male,28,Returning,Personal
1137,Male,44,Returning,Personal
1138,Male,70,Returning,Personal
1139,Male,61,Returning,Personal
1140,Female,40,Returning,Personal
1141,Male,17,Returning,Personal
1142,Male,36,Returning,Personal
1143,Male,28,Returning,Personal
1144,Male,60,Returning,Personal
1145,Male,27,Returning,Personal
1146,Female,64,Returning,Personal
1147,Male,47,Returning,Personal
1148,Male,34,Returning,Personal
1149,Female,63,Returning,Personal
1150,Female,15,Returning,Personal
1151,Male,40,Returning,Personal
1152,Female,41,Returning,Personal
1153,Female,63,Returning,Personal
1154,Male,52,Returning,Personal
1155,Male,53,Returning,Personal
1156,Male,69,Returning,Personal
1157,Male,26,Returning,Personal
1158,Male,25,Returning,Personal
1159,Male,33,Returning,Personal
1160,Female,22,Returning,Personal
1161,Female,35,Returning,Personal
1162,Female,12,Returning,Personal
1163,Male,68,Returning,Personal
1164,Male,56,Returning,Personal
1165,Female,55,Returning,Personal
1166,Female,31,Returning,Personal
1167,Female,13,Returning,Personal
1168,Male,31,Returning,Personal
1169,Female,41,Returning,Personal
1170,Female,59,Returning,Personal
1171,Female,70,Returning,Personal
1172,Male,58,Returning,Personal
1173,Female,29,Returning,Personal
1174,Male,12,Returning,Personal
1175,Female,55,Returning,Personal
1176,Female,61,Returning,Personal
1177,Female,38,Returning,Personal
1178,Female,19,Returning,Personal
1179,Male,48,Returning,Personal
1180,Male,28,Returning,Personal
1181,Male,48,Returning,Personal
1182,Male,41,Returning,Personal
1183,Male,60,Returning,Personal
1184,Female,45,Returning,Personal
1185,Male,36,Returning,Personal
1186,Male,69,Returning,Personal
1187,Female,30,Returning,Personal
1188,Male,34,Returning,Personal
1189,Female,13,Returning,Personal
1190,Female,33,Returning,Personal
1191,Male,14,Returning,Personal
1192,Female,27,Returning,Personal
1193,Male,35,Returning,Personal
1194,Female,51,Returning,Personal
1195,Male,15,Returning,Personal
1196,Female,9,Returning,Personal
1197,Female,7,Returning,Personal
1198,Female,7,Returning,Personal
1199,Female,56,Returning,Personal
1200,Male,43,Returning,Personal
1201,Female,35,Returning,Personal
1202,Male,25,Returning,Personal
1203,Female,44,Returning,Personal
1204,Male,18,Returning,Personal
1205,Female,54,Returning,Personal
1206,Male,27,Returning,Personal
1207,Male,42,Returning,Personal
1208,Female,69,Returning,Personal
1209,Female,18,Returning,Personal
1210,Female,53,Returning,Personal
1211,Female,35,Returning,Personal
1212,Male,51,Returning,Personal
1213,Male,41,Returning,Personal
1214,Male,54,Returning,Personal
1215,Female,31,Returning,Personal
1216,Female,58,Returning,Personal
1217,Female,39,Returning,Personal
1218,Male,10,Returning,Personal
1219,Male,20,Returning,Personal
1220,Female,26,Returning,Personal
1221,Female,14,Returning,Personal
1222,Female,45,Returning,Personal
1223,Male,58,Returning,Personal
1224,Female,51,Returning,Personal
1225,Female,65,Returning,Personal
1226,Female,67,Returning,Personal
1227,Female,41,Returning,Personal
1228,Male,20,Returning,Personal
1229,Female,42,Returning,Personal
1230,Male,34,Returning,Personal
1231,Male,41,Returning,Personal
1232,Female,61,Returning,Personal
1233,Female,56,Returning,Personal
1234,Male,33,Returning,Personal
1235,Male,39,Returning,Personal
1236,Male,23,Returning,Personal
1237,Female,51,Returning,Personal
1238,Male,52,Returning,Personal
1239,Female,22,Returning,Personal
1240,Female,51,Returning,Personal
1241,Male,16,Returning,Personal
1242,Male,54,Returning,Personal
1243,Male,9,Returning,Personal
1244,Female,56,Returning,Personal
1245,Female,15,Returning,Personal
1246,Male,24,Returning,Personal
1247,Male,48,Returning,Personal
1248,Female,29,Returning,Personal
1249,Male,11,Returning,Personal
1250,Female,40,Returning,Personal
1251,Male,28,Returning,Personal
1252,Male,44,Returning,Personal
1253,Male,69,Returning,Personal
1254,Female,41,Returning,Personal
1255,Female,61,Returning,Personal
1256,Female,17,Returning,Personal
1257,Female,9,Returning,Personal
1258,Male,23,Returning,Personal
1259,Male,47,Returning,Personal
1260,Male,38,Returning,Personal
1261,Male,63,Returning,Personal
1262,Female,49,Returning,Personal
1263,Female,47,Returning,Personal
1264,Male,37,Returning,Personal
1265,Female,52,Returning,Personal
1266,Female,52,Returning,Personal
1267,Male,19,Returning,Personal
1268,Female,60,Returning,Personal
1269,Male,32,Returning,Personal
1270,Female,40,Returning,Personal
1271,Male,8,Returning,Personal
1272,Female,51,Returning,Personal
1273,Male,11,Returning,Personal
1274,Male,10,Returning,Personal
1275,Female,38,Returning,Personal
1276,Male,68,Returning,Personal
1277,Male,52,Returning,Personal
1278,Male,14,Returning,Personal
1279,Female,37,Returning,Personal
1280,Female,42,Returning,Personal
1281,Female,16,Returning,Personal
1282,Female,11,Returning,Personal
1283,Male,44,Returning,Personal
1284,Female,40,Returning,Personal
1285,Male,25,Returning,Personal
1286,Male,11,Returning,Personal
1287,Male,37,Returning,Personal
1288,Female,7,Returning,Personal
1289,Male,68,First-time,Personal
1290,Male,45,Returning,Personal
1291,Male,35,Returning,Personal
1292,Female,21,Returning,Personal
1293,Male,61,Returning,Personal
1294,Female,40,Returning,Personal
1295,Female,18,Returning,Personal
1296,Female,28,Returning,Personal
1297,Male,59,Returning,Personal
1298,Male,55,Returning,Personal
1299,Female,34,Returning,Personal
1300,Male,20,Returning,Personal
1301,Female,11,Returning,Personal
1302,Female,68,Returning,Personal
1303,Female,53,Returning,Personal
1304,Female,60,Returning,Personal
1305,Female,62,Returning,Business
1306,Male,44,Returning,Business
1307,Male,53,Returning,Business
1308,Female,33,First-time,Business
1309,Female,18,Returning,Business
1310,Male,55,Returning,Business
1311,Male,42,Returning,Business
1312,Male,55,Returning,Business
1313,Male,45,Returning,Business
1314,Male,34,Returning,Business
1315,Female,25,First-time,Business
1316,Female,39,Returning,Business
1317,Male,49,Returning,Business
1318,Female,44,Returning,Business
1319,Male,53,Returning,Business
1320,Male,54,Returning,Business
1321,Female,34,First-time,Business
1322,Male,33,Returning,Business
1323,Male,60,Returning,Business
1324,Female,48,Returning,Business
1325,Male,39,Returning,Business
1326,Male,36,First-time,Business
1327,Female,59,Returning,Business
1328,Female,47,Returning,Business
1329,Female,34,Returning,Business
1330,Female,41,Returning,Business
1331,Female,37,Returning,Business
1332,Female,47,Returning,Business
1333,Female,24,First-time,Business
1334,Male,45,Returning,Business
1335,Female,58,Returning,Business
1336,Female,23,First-time,Business
1337,Female,57,Returning,Business
1338,Female,43,Returning,Business
1339,Male,59,Returning,Business
1340,Female,35,Returning,Business
1341,Female,44,Returning,Business
1342,Male,38,Returning,Business
1343,Female,45,First-time,Business
1344,Male,44,Returning,Business
1345,Female,52,Returning,Business
1346,Male,58,Returning,Business
1347,Female,60,Returning,Business
1348,Female,30,Returning,Business
